Q_2_2_1_zone;Q_3_1_4_Scolarite;Q_3_3_2_temps_communautes;Q_3_4_2_activites_professionnelles;Q_4_1_2_1_qui_habite;Q_4_4_1_participer_eglise;Q_4_4_1_participer_au_groupe_jeunes;Q_4_4_1_participe_groupe_femmes;Q_4_4_1_participer_syndicat;Q_4_4_1_participer_a_la_cooperation;Q_4_4_1_participer_a_la_communaute_associative;Q_4_4_1_participer_au_football_de_club;Q_4_5_1_revenu_travail_exterieur;Q_5_1_2_type_culture;Q_5_3_2_cueillette_produits_forestiers;Q_6_1_2_emploi_main_doeuvre;Q_6_1_4_2_Insecticides_chimiques;Q_6_1_4_2_defensifs_naturels;Q_6_1_4_3_herbicide;Q_6_2_1_Produits_chimiques;Q_6_2_1_2_pourquoi_nutiliser_plus_de_produits_chimiques;Q_6_3_1_entendu_parler_agroecologie;Q_6_3_1_3_Pratiquedelagroecologie;Q_6_3_1_3_1_quelle_culture_agroecologie;Q_6_3_1_3_2_depuis_quand_pratique_agroecologie;Q_7_1_1_2_Produits_commerciaux;Q_7_1_1_2_produitprincipal;Q_7_1_1_2_3_forme_commercialisation;Q_7_1_1_3_certification;Q_7_2_1_revenu_agricole_bon_mois;Q_7_2_2_revenu_agricole_mois_difficile;Q_7_4_1_Principales_difficultes_de_production;Q_7_4_1_1_autres_difficultes_de_production;Q_7_4_2_principales_difficultes_de_la_commercialisation;Q_7_5_1_2_credit;Q_7_6_1_Technique_dassistance_a_la_visite;Q_7_6_2_Douviennentlestechniciens;Q_7_6_3_frequence_visites;Q_8_1_2_titredubien;Q_8_1_4_enregistrement_environnemental_CAR;Q_8_1_5_annee_CAR;Q_8_4_1_nouvelles_terres;Q_8_4_1_3_annee_acquisition;Q_8_5_1_evenementdeterrain;Q_8_5_1_5_annee_vendu;Q_8_5_2_refu_proposition_achat_refuse;Q_8_5_2_1_annee_proposition_achat;Q_8_5_3_campagne_ne_vend_pas_ta_terre;Q_9_1_1_2_abandondelaculture;Q_9_1_1_3_pourquoi_abandonner;Q_9_2_1_nouvelles_activites;Q_9_2_1_2_quelles_nouvelles_activites;Q_9_3_1_Changement_du_climat;Q_9_3_1_4_assechement_source;Q_9_3_1_5_Sourcesdeauassechees;Q_9_4_1_Changement_apres_soja;Q_9_4_1_2_quand_changements;Q_9_4_1_3_quand_changements_lies_soja;Q_9_4_1_4_changements_positifs_soja;Q_9_4_1_5_changements_negatifs_soja;Q_9_4_2_atteint_pour_la_pulverisation_des_pesticides;Q_9_4_2_3_commentaire_pesticides_impactant;Q_9_4_2_4_problemes_sante_lies_pulverisations;Q_9_5_1_enfants_veulent_continuer_leur_activite_agricole;Q_9_5_1_2_quel_futur_veulent_pour_les_enfants;Q_9_5_2_quel_futur_5_ans;Q_9_6_1_situation_communautaire_sante;Q_9_6_1_situation_communaute_education;Q_9_6_1_situation_communaute_production_agricole;Q_9_6_1_situation_communaute_route_transport;Q_9_6_1_situation_communaute_liens_sociaux;Q_9_6_1_situation_communaute_relations_autres_acteurs_dont_soja;Q_9_6_1_situation_communaute_pouvoirs_publics;Q_9_6_2_changements_15ans_sante;Q_9_6_2_changements_15ans_education;Q_9_6_2_changements_15ans_production_agricole;Q_9_6_2_changements_15ans_transport_route;Q_9_6_2_changements_15ans_liens_sociaux;Q_9_6_2_changements_15ans_acteurs_exterieurs;Q_9_6_2_changements_15ans_pouvoirs_publics;Q_9_6_3_situation_agricole_familiale;Q_9_6_3_situation_communaute_si_continue;Q_9_6_3_situation_soja_si_continue
S2DebutdeCuruáUna;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire;Fils,fille;Autreparent";Participer;Non;Non;Participer;Non;Non;Participer;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Fruits(açaí,buriti,bacaba,piquia,etc.);;Tousles2-3mois;Jamais;Jamais;Jamaisutilise;;Non;;;;Acerola;Acerola;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Rien;Aucun;;Aucun;PronafB;Non;;;Licenceprofessionnelle(INCRA)-LO;Non;;Oui,jel'aireçud'uneinstitution(INCRA,autre);2017;non;;Oui;2015;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Moinsd'humiditedansl'air(moinsdebrouillard)";Non;;Oui,jesaisqueçafaitmal;11ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;deteriorationdelaqualitedel'eau(iguarap?,puits);deteriorationdelasantedesfamilles;changementclimatique;dommagesgenerauxcausesal'environnement.";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Mauxdeteteconstants;Oui;Poursuivrel'activiteagricole;"Jeveuxcontinuerarenforcerlesactivitesdulot;jevaiscontinuermaissansinvestirtropd'effortsoud'argent.";mauvais;bon;moyen;bon;bon;bon;mauvais;Lasituationaempire;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilnechangerapas;Lasituationvaempirer
S2DebutdeCuruáUna;Enseignementprimaireincomplet;De5a15ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Participer;Non;Non;Non;Leadership;Non;Non;Personnenetravailleendehorsdulotissement;"Cultures;Legumes;Autresplantationsseules(monoculture)";Jenecollectionnepas;;1ou2foisparan;Jamais;Tousles2-3mois;Utilisation;;Non;;;;;;;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Periodedesecheresse;Temperature";;Aucun;PronafA;Non;;;Reçud'achat;Non;;Non;;non;;Oui;2014;Oui;;;Oui;Charbon;"Deplacementdelasaisondespluies;augmentationdesprecipitations";Non;;Non;;;Aucun;"Pertedeproduction;dommagesgenerauxal'environnement";Non;;Iln'avaitpas;Non;;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;moyen;moyen;bon;bon;mauvais;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Vousnesavezpas
S2DebutdeCuruáUna;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;;Participer;Non;Non;Non;Non;Non;Non;Vousnesavezpas;"Plantation;Legumes;Fermeproductiveouarriere-cour";Fruits(açaí,buriti,bacaba,piquia,etc.);;Tousles2-3mois;Jamais;Jamais;Jamaisutilise;;Non;;;;Haricots,Maïs,Poivrenoir;Maïs;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;Aucun;;Aucun;Aucun;Non;;;Reçud'achat;Non;;Non;;oui;2015;Oui;2019;Oui;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;2ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;aggravationdelasantedelafamilleChangementclimatique;dommagesgenerauxal'environnement";Non;;Iln'avaitpas;Vousnesavezpas;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;bon;mauvais;bon;bon;bon;Amelioree;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilnechangerapas;Ilserenforcera
S3FindeCuruáUna;Terminerl'enseignementprimaire;Plusde30ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Participer;Non;Non;Participer;Non;Non;Leadership;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Cupuaçu,Pitomba,Pupunha;Pupunha;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Rien;Aucun;;Aucun;Autres;Non;;;Reçud'achat;Oui,individuel;2003;Non;;oui;2012;Non;;Oui;;;Non;;Augmentationdelatemperature(pluschaud);Non;;Oui,jesaisqueçafaitmal;19ans;C'estcommeçadepuis15ans;Ilnepeutpasdire;"Changementclimatique;dommagesgenerauxal'environnement";Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Non;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;moyen;bon;bon;bon;mauvais;Amelioree;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
S2DebutdeCuruáUna;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Travaillequotidiennementdanslazonerurale;Aunemploidansl'agriculture;Aunemploidanslacommunaute;Retraite";Conjoint/partenaire/partenaire;Participer;Non;Non;Participer;Non;Participer;Participer;Plusde1a3salairesminimums;"Plantation;fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparmois;1ou2foisparan;Jamais;1ou2foisparan;Utilisation;;Oui;Non;;;Poivrenoir;Poivrenoir;Venteauxintermediaires;Non;Vousnesavezpas;Vousnesavezpas;"Periodedesecheresse;Temperature;Ravageurs,maladies,insectes;Difficulted'accesauxsemencescreoles(agriculteurslocaux);Difficulted'accesauxsemencescreoles(agriculteurslocaux)";;"Mauvaisetatdesroutes;Absencedetransportadequat;Difficultearespecterlesreglessanitaires;Difficulteanegocieraveclesintermediaires;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Oui;2017;Oui;Lemanioc.;Prixbas.;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Oui;Igarape;Oui,jesaisqueçafaitmal;5ans;Augmentationaucoursdes5dernieresannees;Aucun;"Pertedeproduction;deteriorationdelaqualitedel'eau(iguarap?,puits);changementclimatique;dommagesgenerauxal'environnement.";Oui;"Secheressedujabot;malaise(forteodeur,mauxdetete,vomissements)";Mauxdeteteconstants;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;bon;bon;bon;mauvais;mauvais;Amelioree;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilserenforcera;Vousnesavezpas
S2DebutdeCuruáUna;Diplomed'etudessecondaires;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Artisanat;Travailquotidienalacampagne;Autre";"Conjoint/partenaire/partenaire;Fils,fille";Leadership;Non;Non;Participer;Non;Leadership;Non;Personnenetravailleendehorsdulotissement;Plantation;Jenecollectionnepas;Quelquesfoisparmois;Tousles2-3mois;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Planterdesarbresfruitiers.;20ans;;;;;Vousnesavezpas;Vousnesavezpas;Aucun;;Aucun;Aucun;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Non;;Oui;Rizetharicots;Pourdesraisonsd'envahissementdelaplantationparuntropgrandnombredeparasites.;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;18ans;C'estcommeçadepuis15ans;Aucun;"Difficultesd'accesalaparcelleetblocagedesroutes;aggravationdel'etatdesantedelafamille;changementclimatique;dommagesgenerauxcausesal'environnement.";Oui;"Secheressedescultures;Ravageursenvahissantvoscultures";Iln'avaitpas;Oui;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;moyen;mauvais;bon;bon;moyen;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilnechangerapas;Ilserenforcera
B3S?oRaimundo;Enseignementprimaireincomplet;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Participer;Non;Leadership;Vousnesavezpas;"Roça;Sitioouarriere-courproductive;Autresplantationsseules(monoculture)";Jenecollectionnepas;Quelquesfoisparmois;Jamais;Jamais;Jamais;Utilisation;;Non;;;;Manioc,Fruitdelapassion,Piment;Manioc;Ventescommunautaires;Non;Plusde1a3salairesminimums;Plusde1a3salairesminimums;Solfaible/degradation;;"Difficultesd'accesauxmarches;manqued'assistancetechniquepourlacommercialisation";PronafB;Non;;;Reçud'achat;Non;;Oui,jel'aifait;2004;non;;Non;;Oui;Rizetmaïs;Terrefaible;Oui;Bananes;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Oui,jesaisqueçafaitmal;5ans;C'estcommeçadepuis15ans;Aucun;"Changementclimatique;dommagesgenerauxal'environnement";Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;mauvais;bon;bon;mauvais;mauvais;Lasituationaempire;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
S1Cipoal;Diplomed'etudessecondaires;De5a15ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Leadership;Non;Participer;Non;Personnenetravailleendehorsdulotissement;"Plantation;autresplantationsuniques(monoculture)";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Tousles2-3mois;1ou2foisparan;1ou2foisparan;Utilisation;;Oui;Oui;Banane,;3ans;Acerola;Acerola;Ventesdirectesauxconsommateurs;Non;Plusde1a3salairesminimums;Entre0,5et1salaireminimum;"Periodedesecheresse;deplacementdelasaisondespluies;ravageurs,maladies,insectes";;"Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire";Aucun;Oui;EMATER;Unefoisparan;Titredefinitif(INCRAouITERPA);Oui,collectif;;Non;;non;;Non;;Oui;Piment,haricotsverts;Acausedesparasites;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies;Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;18ans;C'estcommeçadepuis15ans;Ilnepeutpasdire;"Pertedeproduction;changementclimatique";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Mauxdeteteconstants;Oui;"Poursuivrel'agriculture;etudierauniveauuniversitaire";Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;moyen;bon;bon;moyen;bon;Amelioree;C'estlamemechose;Amelioree;Amelioree;Amelioree;C'estlamemechose;Amelioree;Ilnechangerapas;Ilserenforcera;Ilserenforcera
S1Cipoal;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Participer;Non;Personnenetravailleendehorsdulotissement;"Legumes;Fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;1ou2foisparan;Jamais;;Jamaisutilise;;Oui;Non;;;Aviculure;Aviculure;Ventescommunautaires,Ventesdirectesauxconsommateurs;Non;Vousnesavezpas;Vousnesavezpas;"Periodedesecheresse;Ressourcesfinancieres;Manquedemain-d'œuvre";;"Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire;Difficulteaseconformeralareglementationsanitaire";Aucun;Non;;;Titularisation;Oui,individuel;2015;Non;;non;;Oui;2005;Oui;Manioc,maïs,haricots,manioc;Acausedupoisonetdesparasitesdusoja;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;17ans;C'estcommeçadepuis15ans;Aucun;Changementclimatique;Non;;Mauxdeteteconstants;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;mauvais;mauvais;moyen;bon;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
S2DebutdeCuruáUna;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire;Fils,fille;Petit-enfant/petite-fille";Participer;Non;Non;Participer;Non;Participer;Participer;Personnenetravailleendehorsdulotissement;"Plantation;Paturage;Legumes;Fermeproductiveouarriere-cour";Autres;;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Betail;Betail;Ventescommunautaires;Non;Jusqu'a0,5salaireminimum;Vousnesavezpas;"Periodedesecheresse;Ressourcesfinancieres;Autres";Penuriesd'eau;"Mauvaisetatdesroutes;manquedetransportadequat;manqued'assistanceaumarche";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Oui,individuel;2015;Oui,jel'aifait;2019;non;;Oui;2000;Non;Manioc;Pourcausedemaladie;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;Ilnepeutpasdire;Ilnepeutpasdire;Aucun;Aucun;Non;;Mauxdeteteconstants;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;moyen;moyen;bon;bon;mauvais;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilserenforcera;Ilnechangerapas
CentreB1;Enseignementprimaireincomplet;De5a15ans;"Participeauxactivitesagricolesdelafamille;Artisanat;Travailquotidienalacampagne";"Conjoint/partenaire;Fils,fille;Gendre/belle-fille;Petit-enfant/petite-fille";Participer;Non;Non;Participer;Non;Non;Non;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";"Bois;fruits(açaí,buriti,bacaba,piquia,etc.)";;1ou2foisparan;Jamais;Jamais;Utilisation;;Non;;;;Graviola;Graviola;echangecommunautaire;Non;Jusqu'a0,5salaireminimum;Rien;"Periodedesecheresse;manqued'assistancetechnique";;Aucun;Aucun;Non;;;Titularisation;Non;;Non;;non;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;8ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;Aucun;Oui;DesparasitesenvahissentvosculturesVosabeillessontmortesMalaise(forteodeur,mauxdetete,vomissements);Iln'avaitpas;Oui;"Qu'ilsontfaitdesetudessuperieures;Autres";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;bon;bon;moyen;bon;mauvais;Amelioree;C'estlamemechose;Amelioree;Amelioree;Amelioree;Amelioree;Lasituationaempire;Ilnechangerapas;Ilserenforcera;Ilserenforcera
S2DebutdeCuruáUna;ecolesecondaireincomplete;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);"etudie;participeauxactivitesagricolesdelafamille";Conjoint/partenaire/partenaire;Participer;Participer;Non;Participer;Non;Participer;Participer;Personnenetravailleendehorsdulotissement;"Ferme;Legumes";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;Touslesmois;Touslesmois;Jamais;Utilisation;;Oui;Non;;;Manioc;Manioc;Ventelorsd'unefoiremunicipale;Non;Jusqu'a0,5salaireminimum;Vousnesavezpas;"Periodedesecheresse;manquedemain-d'œuvre;manqued'assistancetechnique";;"Mauvaisetatdesroutes;Difficultearespecterlesnormessanitaires;Difficulteanegocieraveclesintermediaires";Aucun;Non;;;Titularisation;Non;;Non;;non;;Oui;2015;Oui;Riz,haricots;Enraisondel'arriveedusoja;Oui;Ilainstalleunmoulinafarine;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies;Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;9ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;"Emploi;routesmieuxentretenues";"Degradationdelasantedesfamilles;Changementclimatique";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Mauxdeteteconstants;Vousnesavezpas;;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;bon;bon;bon;mauvais;moyen;C'estlamemechose;Lasituationaempire;Lasituationaempire;C'estlamemechose;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilnechangerapas
S2DebutdeCuruáUna;Diplomed'etudessecondaires;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Leadership;Non;Non;Participer;Jusqu'aunsalaireminimum;"Legumes;Fermeproductiveouarriere-cour";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;Jamais;Tousles2-3mois;;Jamaisutilise;;Non;;;;Legumes;Legumes;Ventescommunautaires;Non;Vousnesavezpas;Vousnesavezpas;"Periodedesecheresse;deplacementdelasaisondespluies;manqued'assistancetechnique";;"Difficulteaseconformerauxreglementationssanitaires;Difficulteanegocieraveclesintermediaires;Manqued'assistanceaumarche";Aucun;Non;;;Titularisation;Non;;Non;;non;;Non;;Oui;Riz,maïs;Parcequ'ilestdifficiledes'enoccuper;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Oui;Igarape;Oui,jesaisqueçafaitmal;9ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;deteriorationdelasantedesfamilles;changementclimatique";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";MauxdeteteconstantsAutres;Vousnesavezpas;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;moyen;bon;bon;mauvais;mauvais;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;Lasituationaempire;Lasituationaempire;Ilserenforcera;Ilserenforcera;Ilnechangerapas
S2DebutdeCuruáUna;Diplomed'etudessecondaires;Entre15et30ans;Participeauxactivitesagricolesdelafamille;Fils,fille;Participer;Non;Non;Participer;Participer;Participer;Non;Personnenetravailleendehorsdulotissement;"Swidden;ConsortiumouSAF";"Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Chasse";;Jamais;Tousles2-3mois;Jamais;Jamaisutilise;;Oui;Oui;Banane,papaye,orange,citron,noixdecajoupupunha;20ans;Banane,Macaxeira,Manioc;Macaxeira;Ventelorsd'unefoiremunicipale;Non;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Periodedesecheresse;Temperature;Deplacementdelasaisondespluies;Ravageurs,maladies,insectes;Difficulted'accesauxintrantsnaturels;Difficulted'accesauxintrantsnaturels;Ressourcesfinancieres;Manquedemain-d'œuvre;Manqued'assistancetechnique";;"Manquedetransportadequat;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires";Aucun;Non;;;Reçud'achat;Non;;Oui,jel'aifait;2012;oui;2015;Oui;2018;Oui;;;Oui;Plantationdebananes,demangues,depapayesetdefruitsdelapassion;"Augmentationdelatemperature(pluschaude);Moinsdepluie;Deplacementdelasaisondespluies";Oui;Bien;Oui,jesaisqueçafaitmal;14ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;Santedelafamille;Changementclimatique";Oui;"Secheressedescultures;Ravageursenvahissantvoscultures";Autres;Oui;"Poursuivrel'agriculture;etudierauniveauuniversitaire";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;moyen;moyen;mauvais;bon;mauvais;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;Lasituationaempire;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilnechangerapas;Ilserenforcera
S2DebutdeCuruáUna;Terminerl'enseignementprimaire;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Participer;Non;Participer;Non;Participer;Non;Personnenetravailleendehorsdulotissement;"Plantation;Legumes;Fermeproductiveouarriere-cour";Jenecollectionnepas;;1ou2foisparan;Jamais;Jamais;Jamaisutilise;;Non;;;;Farine;Farine;Ventelorsd'unefoiremunicipale;Non;Vousnesavezpas;Vousnesavezpas;"Periodedesecheresse;Deplacementdelasaisondespluies;Ressourcesfinancieres";;"Mauvaisetatdesroutes;manquedetransportadequat;difficulteanegocieraveclesintermediaires";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Oui,individuel;2015;Non;;non;;Oui;2006;Non;Riz;Invasionparasitaire;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Oui;Bien;Oui,jesaisqueçafaitmal;9ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;difficultesd'accesalaparcelleetblocagedesroutes;changementclimatique";Oui;Lesravageursquienvahissentvoscultures;Iln'avaitpas;Oui;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;moyen;moyen;mauvais;bon;bon;mauvais;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
S2DebutdeCuruáUna;Terminerl'enseignementprimaire;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Ferme;Legumes";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;1ou2foisparan;Jamais;1ou2foisparan;Utilisation;;Non;;;;Manioc;Manioc;Ventescommunautaires,Ventesdirectesauxconsommateurs;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Periodedesecheresse;Ressourcesfinancieres;Manquedemain-d'œuvre";;"Mauvaisetatdesroutes;Difficultearespecterlesnormessanitaires;Difficulteanegocieraveclesintermediaires";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Oui,collectif;;Oui,jel'aifait;2017;non;;Oui;2015;Oui;;;Oui;Plantationdefruitsdelapassion;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Oui;IgarapePoço;Oui,jesaisqueçafaitmal;5ans;Augmentationaucoursdes5dernieresannees;Aucun;"Pertedeproduction;deteriorationdelasantedesfamilles;changementclimatique";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Mauxdeteteconstants;Non;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;mauvais;mauvais;mauvais;bon;mauvais;C'estlamemechose;Amelioree;Lasituationaempire;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
