Latitude,Longitude,Q_2.2_municipe,Q_2.2.1_zone,Q_3.1.3_genre,Q_3.1.4_Scolarite,Q_3.3.2_temps_communautes,Q_3.4.2_activites_professionnelles,Q_4.1.2.1_qui_habite,Q_4.4.1_participer_eglise,Q_4.4.1_participer_au_groupe_jeunes,Q_4.4.1_participe_groupe_femmes,Q_4.4.1_participer_syndicat,Q_4.4.1_participer_a_la_cooperation,Q_4.4.1_participer_a_la_communaute_associative,Q_4.4.1_participer_au_football_de_club,Q_4.5.1_revenu_travail_exterieur,Q_5.1.2_type_culture,Q_5.3.2_cueillette_produits_forestiers,Q_5.3.2_Produits forestiers a base de bois,Q_5.3.2_Produits a base de fibres forestieres,Q_5.3.2_Produits_forestiers_huiles_resines,Q_5.3.2_Produits_fruits_forestiers,Q_5.3.2_Produits_forestiers_chataignes,Q_5.3.2_Produits_forestiers,Q_5.3.2_Produits_forestiers_peche,Q_5.3.2_Produits_forestiers_autres,Q_5.3.2_Pas_de_collecte_de_produits_forestiers,Q_5.3.2.1_autres_collections_forestieres_quelles,Q_6.1.2_emploi_main_d'oeuvre,Q_6.1.3_salaires,Q_6.1.4.2_Insecticides_chimiques,Q_6.1.4.2_defensifs_naturels,Q_6.1.4.3_herbicide,Q_6.2.1_Produits_chimiques,Q_6.2.1.2_pourquoi_n'utiliser_plus_de_produits_chimiques,Q_6.2.1.2.1_autres_raisons_d'utiliser_des_produits_chimiques_nuisibles,Q_6.3.1_entendu_parler_agroecologie,Q_6_3₁_3_Pratique_de_l_agroecologie,Q_6.3.1.3.1_quelle_culture_agroecologie,Q_6.3.1.3.2_depuis_quand_pratique_agroecologie,Q_7.1.1.2_Produits_commerciaux,Q_7.1.1.2_produit principal,Q_7.1.1.2.3_forme_commercialisation,Q_7.1.1.3_certification,Q_7.2.1_revenu_agricole_bon_mois,Q_7.2.2_revenu_agricole_mois_difficile,Q_7.4.1_Principales_difficultes_de_production,Q_7.4.1.1_autres_difficultes_de_production,Q_7.4.2_principales_difficultes_de_la_commercialisation,Q_7.4.2.1_Autres_difficultes_de_commercialisation,Q_7.5.1.2_credit,Q_7.6.1_Technique_d'assistance_a_la_visite,Q_7.6.2_D'où viennent les techniciens ?,Q_7.6.2.1_Autres techniciens qui,Q_7.6.3_frequence_visites,Q_8.1.2_titre du bien,Q_8.1.4_enregistrement_environnemental_CAR,Q_8.1.5_annee_CAR,Q_8.4.1_nouvelles_terres,Q_8.4.1.4_prix,Q_8.5.1_evenement de terrain,Q_8.5.2_refu_proposition_achat_refuse,Q_8.5.2.1_annee_proposition_achat,Q_8.5.3_campagne_ne_vend_pas_ta_terre,Q_9.1.1.2_abandon de la culture,Q_9.1.1.3_pourquoi_abandonner,Q_9.2.1_nouvelles_activites,Q_9.2.1.2_quelles_nouvelles_activites,Q_9.3.1_Changement_du_climat,Q_9.3.1.1_Autres_changements_qui,Q_9.3.1.4_assechement_source,Q_9.3.1.5_Sources d'eau de sechage,Q_9.3.1.6_quand_assechement,Q_9.4.1_Changes_apres_soja,Q_9.4.1.2_quand_changements,Q_9.4.1.3_quand_changements_lies_soja,Q_9.4.1.4_changements_positifs_soja,Q_9.4.1.4.1_autres_ameliorations_quoi,Q_9.4.1.5_changements_negatifs_soja,Q_9.4.1.5.1_Autres_pertes_de_soja_apportees_qui,Q_9.4.2_atteint_pour_la_pulverisation_des_pesticides,Q_9.4.2.3_commentaire_pesticides_impactant,Q_9.4.2.4_problemes_sante_lies_pulverisations,Q_9.4.2.4.1_autres_problemes_de_sante_pulverisations_qual,Q_9.5.1_enfants_veulent_continuer_leur_activite_agricole,Q_9.5.1.2_quel_futur_veulent_pour_les_enfants,Q_9.5.2_quel_futur_5_ans,Q_9.6.1_situation_communautaire_sante,Q_9.6.1_situation_communaute_education,Q_9.6.1_situation_communaute_production_agricole,Q_9.6.1_situation_communaute_route_transport,Q_9.6.1_situation_communaute_liens_sociaux,Q_9.6.1_situation_communaute_relations_autres_acteurs_dont_soja,Q_9.6.1_situation_communaute_pouvoirs_publics,Q_9.6.2_changements_15ans_sante,Q_9.6.2_changements_15ans_education,Q_9.6.2_changements_15ans_production_agricole,Q_9.6.2_changements_15ans_transport_route,Q_9.6.2_changements_15ans_liens_sociaux,Q_9.6.2_changements_15ans_acteurs_exterieurs,Q_9.6.2_changements_15ans_pouvoirs_publics,Q_9.6.3_situation_agricole_familiale,Q_9.6.3_situation_communaute_si_continue,Q_9.6.3_situation_soja_si_continue,Q_10_age,Q_11_Dist_soja,@2.1GPS point d'interview location_altitude,,,,,,,,,,,,,,,,,
 , ,Mojuí dos Campos,M5 Bonne chance (farine),Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Autre parent",Participer,Participer,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Swidden , Consortium ou SAF,"Fruits (açaí, buriti, bacaba, piquia, etc.)",0,0,0,1,0,0,0,0,0, ,Plusieurs fois par semaine, ,Jamais,Jamais,1 ou 2 fois par an,"Avant, mais plus maintenant",Se preoccuper de sa sante et de celle de sa famille, ,Oui,Oui,"Orange, manioc",2 ans, , , ,Non,Plus de 3 salaires minimums,"Entre 0,5 et 1 salaire minimum","Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres", ,Mauvais etat des routes , Absence de transport adequat , Autre, , ,Non, , , ,Transfere,Non, ,"Oui, j'en ai herite", ,non,Non, ,Non, , ,Oui,Ananas,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",7 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,"Degradation de la qualite de l'eau (iguarapę, puits)", ,Non, ,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,mauvais,moyen,mauvais,bon,mauvais,bon,Amelioree,Amelioree,La situation a empire,La situation a empire,Amelioree,La situation a empire,C'est la meme chose,La situation va empirer,Il ne changera pas,Il se renforcera,41, , ,,,,,,,,,,,,,,
-2.62508599,-54.59064702,Santarem,S2 Debut de Curuá Una,Homme,ecole secondaire incomplete,De 5 a 15 ans,"Participe aux activites agricoles de la famille ; Artisanat ; Proprietaire d'un commerce (marchand de legumes, epicier) dans la communaute","Conjoint/partenaire ; Fils, fille ; Autre parent",Participer,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Legumes , Ferme productive ou arriere-cour,"Fibres (lianes, batons, ecorces, paille) ; autres",0,1,0,0,0,0,0,1,0, , , ,Jamais,Jamais, , , , ,Non, , , , , , ,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; ravageurs, maladies, insectes ; manque d'assistance technique", ,Aucun , manque de transport adequat , difficultes a se conformer aux reglementations sanitaires , difficultes a se conformer aux reglementations sanitaires , manque d'aide a la commercialisation, ,Aucun,Non, , , ,Reçu d'achat,Non, ,"Oui, je l'ai fait",Vous ne savez pas,non,Non, ,Non,Cafe,Je ne suis pas sûr,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je pense qu'il a apporte des ameliorations", ,Elle s'est developpee au cours des dix dernieres annees,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,bon,mauvais,mauvais,bon,bon,bon,mauvais,C'est la meme chose,C'est la meme chose,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,Vous ne savez pas,Il se renforcera,Il se renforcera,37, ,113,,,,,,,,,,,,
-2.58544244,-54.75807452,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Vend les produits de la communaute a l'etranger,Conjoint/partenaire/partenaire,Non,Non,Non,Participer,Participer,Non,Participer,Jusqu'a un salaire minimum,"Legumes ; autres monocultures (ananas, pasteque, piment, orange, etc.)", , , , , , , , , , , , , ,1 ou 2 fois par an,1 ou 2 fois par an,Jamais,"Avant, mais plus maintenant",Preoccupation pour sa sante et celle de sa famille , Preoccupation pour l'environnement , Cela n'a pas fonctionne , Prix eleve, ,Non, , , , , , , ,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Exces d'eau/inondations , Deplacement de la saison des pluies , Ressources financieres , Autres, ,etat des routes , Difficulte a se conformer aux reglementations sanitaires , Autres, ,Pronaf A,Non, , , ,Titularisation,"Oui, individuel",2009,Non, ,non,Oui,1999,Oui,Maman,Baisse des prix des medicaments,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie Deplacement de la saison des pluies , Moins d'humidite dans l'air (moins de brouillard), ,Oui,Igarape,10 ans,"Oui, je sais que ça fait mal",10 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Perte de production , difficultes d'acces a la parcelle et blocage des routes , changement climatique , dommages generaux a l'environnement., ,Oui,Les parasites envahissent vos cultures , vos abeilles sont mortes , il n'y a plus de pollinisation (moins de fruits),Il n'avait pas, ,Oui,Poursuivre l'agriculture , etudier au niveau universitaire,"Je vais continuer, mais sans investir trop d'efforts ou d'argent.",mauvais,mauvais,bon,mauvais,moyen,mauvais,mauvais,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation a empire,C'est la meme chose,Il ne changera pas, , ,55, ,113
-2.62728919,-54.59050757,Santarem,S2 Debut de Curuá Una,Femme,Terminer l'enseignement primaire,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Retraite,Conjoint/partenaire/partenaire,Participer,Non,Participer,Leadership,Non,Participer,Non,Jusqu'a un salaire minimum,Ferme ou jardin productif,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Tous les 2-3 mois, ,Jamais utilise, , ,Non, , , ,Aviculure,Aviculure,Ventes directes aux consommateurs,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , deplacement de la saison des pluies , sols fragiles/degradation, ,Mauvais etat des routes , Difficulte a se conformer aux reglements sanitaires , Difficulte a se conformer aux reglements sanitaires , Manque d'aide a la commercialisation, ,Aucun,Non, , , ,Reçu d'achat,"Oui, individuel",2015,"Oui, je l'ai fait",echange,non,Oui,2005,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins d'humidite dans l'air (moins de brouillard), ,Oui,Bien,2 ans,"Oui, je sais que ça fait mal",Depuis l'arrivee du soja dans la region,C'est comme ça depuis 15 ans,Aucun, ,Changement climatique , dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Sans objet (si vous n'avez pas d'enfant), ,Je veux continuer a renforcer les activites du lot,mauvais,moyen,mauvais,bon,bon,mauvais,mauvais,Amelioree,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,La situation a empire,Vous ne savez pas,Il ne changera pas,Il se renforcera,56,"227,25244",94,,,,,,,,,
-2.66521403,-54.54753072,Santarem,S2 Debut de Curuá Una,Homme,Terminer l'enseignement primaire,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Travaille quotidiennement dans la zone rurale , A un emploi dans l'agriculture , A un emploi dans la communaute , Retraite,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Participer,Participer,Plus de 1 a 3 salaires minimums,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Non, , ,Poivre noir,Poivre noir,Vente aux intermediaires,Non,Vous ne savez pas,Vous ne savez pas,"Periode de secheresse ; Temperature ; Ravageurs, maladies, insectes ; Difficulte d'acces aux semences creoles (agriculteurs locaux) ; Difficulte d'acces aux semences creoles (agriculteurs locaux)", ,Mauvais etat des routes , Absence de transport adequat , Difficulte a respecter les regles sanitaires , Difficulte a negocier avec les intermediaires , Difficulte a respecter les regles sanitaires , Difficulte a respecter les regles sanitaires, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Oui,2017,Oui,Manioc,Prix bas,Non, ,Augmentation de la temperature (plus chaud), ,Oui,Igarape,20 ans,"Oui, je sais que ça fait mal",8 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,Perte de production , changement climatique , dommages generaux a l'environnement, ,Oui,"Secheresse du jabot ; malaise (forte odeur, maux de tete, vomissements)","Maladie pulmonaire chronique (asthme, tuberculose, bronchite, pneumonie)", ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,bon, ,bon,bon,bon,mauvais,mauvais,Amelioree,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,Il se renforcera,Il se renforcera,Vous ne savez pas,50,"142,76998",81,,,,,
-2.6508806,-54.56840153,Santarem,S2 Debut de Curuá Una,Femme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Plusieurs fois par semaine, ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Non, , , ,"Gomme de tapioca, Tucupi",Gomme de tapioca,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Temperature , sols fragiles/degradation , manque de main-d'œuvre, ,Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire, ,Aucun,Oui,EMATER, ,Une fois par an,Titre definitif (INCRA ou ITERPA),Non, ,"Oui, je l'ai fait",6 mille,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'agriculture , etudier au niveau universitaire,Je veux continuer a renforcer les activites du lot,mauvais,moyen,bon,moyen,bon,moyen,moyen,C'est la meme chose,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose,La situation a empire,La situation va empirer,Il ne changera pas,La situation va empirer,30,"115,48863",113,,,,,,,,
-2.66266508,-54.54598809,Santarem,S2 Debut de Curuá Una,Homme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille , Artisanat , Travail quotidien a la campagne , Autre,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Participer,Non,Personne ne travaille en dehors du lotissement,Plantation,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Quelques fois par mois, ,Tous les 2-3 mois,Jamais,Jamais, , , ,Oui,Oui,Planter des plantes fruitieres,20 ans, , , , ,Vous ne savez pas,Vous ne savez pas,Aucun, ,Aucun, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Non, ,Oui,Riz et haricots,A cause des parasites,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",18 ans,C'est comme ça depuis 15 ans,Aucun, ,Difficultes d'acces a la parcelle et blocage des routes , aggravation de l'etat de sante de la famille , changement climatique , dommages generaux causes a l'environnement., ,Oui,Secheresse des cultures , Ravageurs envahissant vos cultures,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,moyen,mauvais,bon,bon,moyen,C'est la meme chose,C'est la meme chose,C'est la meme chose,Amelioree,Amelioree,C'est la meme chose,La situation a empire,La situation va empirer,Il ne changera pas,Il se renforcera,45, ,87,,,,,,,,,
-2.76970541,-54.42596528,Santarem,S3 Fin de Curuá Una,Femme,ecole secondaire incomplete,Plus de 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Roça , Sitio ou arriere-cour productive , Autres plantations seules (monoculture),Autres,0,0,0,0,0,0,0,1,0,Andiroba,Quelques fois par an, ,1 ou 2 fois par an,Jamais,Jamais,Utilisation, , ,Non, , , ,Pulpe de fruits,Pulpe de fruits,"Vente sur le marche de la ville, Autre",Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; temperature ; sols fragiles/degradation ; ravageurs, maladies, insectes ; ressources financieres ; manque de main-d'œuvre ; manque d'assistance technique", ,Difficulte a se conformer aux reglementations sanitaires , manque d'aide a la commercialisation, ,Fleur d'amazone,Non, , , ,Transfere,Non, ,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Oui,Bien,20 ans,"Oui, je sais que ça fait mal", ,Augmentation au cours des 5 dernieres annees,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Oui,Sechage des cultures,Maux de tete constants, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,bon,mauvais,bon,bon,bon,moyen,Amelioree,Amelioree,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation va empirer,Il ne changera pas,Il se renforcera,52,"731,65584",135,,,,,,,,,,,,,
-2.7552013,-54.3825287,Santarem,S3 Fin de Curuá Una,Homme,Jamais etudie,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,"Gomme de tapioca, Tucupi",Gomme de tapioca,Vente lors d'une foire municipale,Non,"Jusqu'a 0,5 salaire minimum",Rien,"Deplacement de la saison des pluies ; ravageurs, maladies, insectes ; manque d'assistance technique", ,Difficulte a se conformer aux reglementations sanitaires , Difficulte a se conformer aux reglementations sanitaires , Difficulte a se conformer aux reglementations sanitaires , Manque d'aide a la commercialisation, ,Autres,Non, , , ,Projet d'etablissement,Non, ,Non, ,non,Oui, ,Oui,Riz et haricots,Parce qu'il n'est plus possible de produire,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie , Moins d'humidite dans l'air (moins de brouillard), ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Oui,Les ravageurs qui envahissent vos cultures,Il n'avait pas, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,mauvais,bon,bon,bon,bon,bon,mauvais,C'est la meme chose,Amelioree,La situation a empire,Amelioree,C'est la meme chose,La situation a empire,La situation a empire,La situation va empirer,La situation va empirer,Il se renforcera,65,"2680,30812",33,,,,,,,,,,
-2.60823615,-54.59603557,Santarem,S2 Debut de Curuá Una,Femme,Terminer l'enseignement primaire,Plus de 30 ans,Participe aux activites agricoles de la famille , Artisanat , Retraite,Conjoint/partenaire/partenaire,Participer,Non,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Oui,Jambu,Recemment,Manioc,Manioc,Vendre sur le terrain,Non,Plus de 1 a 3 salaires minimums,Rien,"Ravageurs, maladies, insectes", ,Mauvais etat des routes , Difficulte a se conformer aux reglements sanitaires , Difficulte a se conformer aux reglements sanitaires , Manque d'aide a la commercialisation, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2014,Non, ,non,Oui,2005,Non,Riz,Manque de main-d'œuvre,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal","Depuis que le soja a ete plante, les parasites sont arrives",Augmentation au cours des 5 dernieres annees,Aucun, ,Aucun, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Maux de tete constants, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,moyen,mauvais,moyen,mauvais,mauvais,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose, ,C'est la meme chose,Il ne changera pas,La situation va empirer,Il ne changera pas,64,"619,68837",98,,,,,,,,,,
-2.60355348,-54.58919568,Santarem,S2 Debut de Curuá Una,Homme,ecole secondaire incomplete,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille , Effectue des travaux quotidiens dans la zone rurale,Conjoint/partenaire/partenaire , beau-pere/belle-mere ou beau-pere/belle-mere,Non,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.) ; Chasse",0,0,0,0,1,1,0,0,0, , , ,Tous les 2-3 mois,Jamais,Tous les 2-3 mois,Utilisation, , ,Non, , , ,"Farine, Tapioca",Farine,Vente lors d'une foire municipale,Non,"Jusqu'a 0,5 salaire minimum",Rien,"Ravageurs, maladies, insectes", ,Manque de transport adequat , difficultes a se conformer aux reglementations sanitaires , difficultes a se conformer aux reglementations sanitaires , manque d'assistance au marche, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Oui,1999,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,moyen,moyen,bon,bon,bon, ,mauvais,C'est la meme chose,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il se renforcera,Il se renforcera,Il se renforcera,32,"402,70414",95,,,,,,,,,
-2.61060691,-54.60335292,Santarem,S2 Debut de Curuá Una,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Leadership,Non,Non,Leadership,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,Autres,0,0,0,0,0,0,0,1,0,"Jatobá, Ype",Quelques fois par mois, ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Oui,Une arriere-cour productive,10 ans,"Haricots,Legumes,Manioc",Haricots,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Difficulte d'acces aux semences creoles (agriculteurs locaux) , Ressources financieres , Manque d'assistance technique, ,Difficulte a se conformer aux reglementations sanitaires , Difficulte a se conformer aux reglementations sanitaires , Difficulte a se conformer aux reglementations sanitaires , Manque d'aide a la commercialisation, ,Aucun,Oui,EMATER, ,Une fois par an,Reçu d'achat,"Oui, individuel",2014,Non, ,non,Oui,2001,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Aucun, ,Non, ,Je ne sais pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot , Autres,moyen,bon,moyen,mauvais,bon,mauvais,mauvais,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,La situation a empire,La situation va empirer,Il ne changera pas,Il se renforcera,59,"241,4896",141,,,,,,,,,
-2.64303067,-54.31503155,Santarem,S4 Ituqui,Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Participer,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Roça , Sitio ou arriere-cour productive , Autres plantations seules (monoculture),"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les 2-3 mois,Jamais,Jamais, , , ,Non, , , , , , ,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres ; manque d'assistance technique", ,Manque de transport adequat , manque d'assistance technique au marche, ,Aucun,Non, , , ,Titularisation,Non, ,Non, ,non,Non, ,Oui,Riz,Pour le petit prix,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal", ,Augmentation au cours des 5 dernieres annees,Aucun, ,Changement climatique , dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,moyen,moyen,bon,mauvais,moyen,moyen,mauvais,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il se renforcera,52, ,149,,,,,,,,,,,,,
-2.66383154,-54.54694496,Santarem,S2 Debut de Curuá Una,Femme,Diplome d'etudes secondaires,De 5 a 15 ans,Participe aux activites agricoles de la famille , Effectue des travaux quotidiens dans la zone rurale,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Leadership,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; Fruits a coque (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,1,0,0,0, , , ,1 ou 2 fois par an,Jamais, ,Utilisation, , ,Oui, , , ,Manioc,Manioc,Vendre sur le terrain,Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum","Periode de secheresse ; ravageurs, maladies, insectes ; ressources financieres", ,Difficulte a se conformer aux reglementations sanitaires , manque d'aide a la commercialisation, ,Aucun,Non, , , ,Autres,Non, ,Non, ,non,Non, ,Oui,Riz,Par,Non, ,Augmentation de la temperature (plus chaude) , Moins d'humidite dans l'air (moins de brouillard), ,Non, , ,"Oui, je sais que ça fait mal", ,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Dommages generaux a l'environnement, ,Oui,"Malaise (odeur forte, maux de tete, vomissements)",Il n'avait pas, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,bon,mauvais,bon,bon,moyen,mauvais,C'est la meme chose,C'est la meme chose,C'est la meme chose,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,La situation va empirer,Il ne changera pas,Il ne changera pas,40,"94,42983",83,,,,,,,,,,,,,,
